  PMO Teste       
     CUSTO MARGINAL DE DEMANDA - MEDIA PATAMARES           SUBMERCADO:SUDESTE                            

     ANO: 2024
                   1          2          3          4          5          6          7          8          9         10         11         12      MEDIA 
    29          0.00       0.00       0.00       0.00       0.00      33.26      38.05      45.61      29.80       9.61      29.10      21.90      29.62
    30          0.00       0.00       0.00       0.00       0.00       0.00      71.96      64.23     100.28     148.72     152.39     115.15      93.25
    31          0.00       0.00       0.00       0.00       0.00       0.00      38.05      49.52      63.63      56.87      69.52      60.42      48.29
    32          0.00       0.00       0.00       0.00       0.00       0.00      41.17      68.86      53.46      55.04      57.31      30.48      43.76
    33          0.00       0.00       0.00       0.00       0.00       0.00      42.75      47.35      30.43      14.98      31.21       1.09      23.97
    34          0.00       0.00       0.00       0.00       0.00      25.93      49.84      40.39      34.20      38.25      11.37       1.67      28.81
    35          0.00       0.00       0.00       0.00       0.00       0.00      42.51      45.63      52.53      13.56       1.92       2.29      22.63
    36          0.00       0.00       0.00       0.00       0.00      34.42      37.08      47.06      43.03      76.25      80.67      98.91      59.63
    37          0.00       0.00       0.00       0.00       0.00      35.54      46.02      39.33      56.03      45.26      22.17      60.67      43.57
    38          0.00       0.00       0.00       0.00       0.00      48.51      53.90      69.31      69.74      88.01     130.10     135.58      85.02
    39          0.00       0.00       0.00       0.00       0.00      15.09      45.53      32.16      61.04      33.74      48.00      58.60      42.02
    40          0.00       0.00       0.00       0.00       0.00       0.00       0.00      44.47      29.99      31.02      14.17       1.49      17.31
    41          0.00       0.00       0.00       0.00       0.00      21.72      38.06      38.14      48.90      46.89      30.73      44.42      38.41
    42          0.00       0.00       0.00       0.00       0.00       0.00      45.24      31.75      37.61      30.63      24.99      52.80      31.86
    43          0.00       0.00       0.00       0.00       0.00       0.00      50.77      39.76       1.56      13.72       5.28       0.53      15.94
    44          0.00       0.00       0.00       0.00       0.00      26.66       0.00      10.44      20.30      37.18       2.91       0.01      13.93
    45          0.00       0.00       0.00       0.00       0.00       0.00      47.61      35.61      39.49      17.24      37.86      84.69      37.50
    46          0.00       0.00       0.00       0.00       0.00      47.61      76.67      96.44     113.96      93.78     162.33     104.07      99.27
    47          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       9.99      10.13       3.15       1.65       3.56
    48          0.00       0.00       0.00       0.00       0.00      47.39      67.91      42.48      84.49     123.15     118.67      92.09      82.31
    49          0.00       0.00       0.00       0.00       0.00      41.64       0.00      27.65      27.01       9.11       3.48       4.03      16.13
    50          0.00       0.00       0.00       0.00       0.00      41.17      62.27      76.82     115.95      99.96      31.05       2.85      61.44
    51          0.00       0.00       0.00       0.00       0.00      41.40      43.43      45.82      59.67      79.38      41.34      13.01      46.29
    52          0.00       0.00       0.00       0.00       0.00       0.00      46.88      67.97      93.92     151.30     108.60     113.75      83.20
    53          0.00       0.00       0.00       0.00       0.00       0.00       0.00      20.06      12.70       0.02       0.00       0.00       4.68
    54          0.00       0.00       0.00       0.00       0.00      23.96       0.00       0.00       0.00       0.00       0.00       0.00       3.42
    55          0.00       0.00       0.00       0.00       0.00       0.00      47.29      73.27      54.25      94.60      54.07      80.68      57.74
    56          0.00       0.00       0.00       0.00       0.00       0.00       0.00      25.18      10.53       0.80       0.06       0.00       5.22
    57          0.00       0.00       0.00       0.00       0.00       0.00      24.64      42.05      46.63      75.48     143.51      84.43      59.53
    58          0.00       0.00       0.00       0.00       0.00      38.68      48.33      87.67      88.79      91.44      78.93       5.19      62.72
    59          0.00       0.00       0.00       0.00       0.00      48.06      37.79      41.44      61.53      91.31     101.63      65.06      63.83
    60          0.00       0.00       0.00       0.00       0.00      30.58       0.00       0.00       9.10       4.55       5.59       0.11       7.13
    61          0.00       0.00       0.00       0.00       0.00      24.49      56.50      31.98      56.38      78.77      65.20      33.72      49.58
    62          0.00       0.00       0.00       0.00       0.00       0.00       0.00      20.34       6.72       3.78       2.24       0.00       4.73
    63          0.00       0.00       0.00       0.00       0.00       0.00       0.00      39.71      35.26      17.97       0.26       0.00      13.31
    64          0.00       0.00       0.00       0.00       0.00       0.00      50.72      81.51     101.32      84.89      99.96     124.26      77.53
    65          0.00       0.00       0.00       0.00       0.00       0.00      35.24      46.22      38.25      43.21      57.95       3.72      32.08
    66          0.00       0.00       0.00       0.00       0.00       0.00      33.30      47.41      61.39      93.67      24.67       4.64      37.87
    67          0.00       0.00       0.00       0.00       0.00       0.00      44.17      49.49      53.87      67.42       9.82       7.80      33.22
    68          0.00       0.00       0.00       0.00       0.00       0.00      37.84      21.63      36.39      39.28      14.24      32.58      25.99
    69          0.00       0.00       0.00       0.00       0.00       0.00      39.88      43.92      40.74      31.97      21.05      40.66      31.17
    70          0.00       0.00       0.00       0.00       0.00      41.94      66.46      51.61      52.56      67.04       3.41       0.00      40.43
    71          0.00       0.00       0.00       0.00       0.00       0.00      36.46      24.73      30.09      44.00      73.36      75.21      40.55
    72          0.00       0.00       0.00       0.00       0.00       0.00      41.97      58.05      79.04      60.22      65.43      57.10      51.69
    73          0.00       0.00       0.00       0.00       0.00      24.51       0.00       0.00      30.93      31.20      14.31       7.73      15.52
    74          0.00       0.00       0.00       0.00       0.00       0.00      50.77      47.46      31.01      79.02      21.24      10.74      34.32
    75          0.00       0.00       0.00       0.00       0.00       0.01       0.00      16.00      25.29      21.30       5.39       8.76      10.96
    76          0.00       0.00       0.00       0.00       0.00      43.26      42.95      49.55      17.74      29.59      25.78      43.40      36.04
    77          0.00       0.00       0.00       0.00       0.00       0.00      44.44      61.99      69.85      34.45      42.68      41.06      42.07
    78          0.00       0.00       0.00       0.00       0.00       0.00       5.55      14.31       5.99       0.64       4.53       0.00       4.43
    79          0.00       0.00       0.00       0.00       0.00       0.00      53.69      49.11      89.82     161.81     225.42     100.71      97.22
    80          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       2.59       1.45       1.07       0.57       0.81
    81          0.00       0.00       0.00       0.00       0.00       0.00       0.00      34.86      30.50      23.57      27.44       3.55      17.13
    82          0.00       0.00       0.00       0.00       0.00       0.00      41.81      66.70      51.18      48.63      58.62      37.16      43.44
    83          0.00       0.00       0.00       0.00       0.00      43.16      54.56      35.22      71.14      62.15     119.53     146.00      75.97
    84          0.00       0.00       0.00       0.00       0.00      37.38      35.79      40.16      19.24      30.22      33.82       2.94      28.51
    85          0.00       0.00       0.00       0.00       0.00      40.42      40.20      34.40      51.92      55.09      59.63      71.75      50.49
    86          0.00       0.00       0.00       0.00       0.00       0.00      48.47      36.83      73.95      41.20      30.19      34.40      37.86
    87          0.00       0.00       0.00       0.00       0.00      42.62      41.94      36.22      43.97      78.61      46.92      85.36      53.66
    88          0.00       0.00       0.00       0.00       0.00       0.00      43.58      45.57      70.44      78.69     127.91      19.13      55.05
    89          0.00       0.00       0.00       0.00       0.00       0.00      61.84      84.24     110.39     157.99      60.29       8.54      69.04
    90          0.00       0.00       0.00       0.00       0.00       0.00      50.63      42.98      29.01      23.43      45.52      17.56      29.88
    91          0.00       0.00       0.00       0.00       0.00       0.00      33.47       0.00       9.18       0.09       0.02       0.02       6.11
    92          0.00       0.00       0.00       0.00       0.00       0.00      57.87      65.92      73.96      68.20     118.79     118.63      71.91
    93          0.00       0.00       0.00       0.00       0.00       0.00       0.00      31.91      38.07      69.72      85.93      35.53      37.31
    94          0.00       0.00       0.00       0.00       0.00      23.36      31.46      11.92       2.60       4.21       0.21       0.04      10.54
    95          0.00       0.00       0.00       0.00       0.00       8.23      37.15      45.28      72.25     113.94     112.45      95.60      69.27
    96          0.00       0.00       0.00       0.00       0.00      15.77       0.00      43.24      39.38      79.38     138.53     110.34      60.95
    97          0.00       0.00       0.00       0.00       0.00      39.69      39.53      50.04      71.50      68.87      75.26     108.56      64.78
    98          0.00       0.00       0.00       0.00       0.00       0.00       0.00      27.40      37.75      23.56       5.30      12.50      15.22
    99          0.00       0.00       0.00       0.00       0.00      28.43      42.74      37.66      51.52      39.49      74.66      49.82      46.33
   100          0.00       0.00       0.00       0.00       0.00      36.45      40.93      36.82      28.10      27.12       4.31      11.95      26.52
   101          0.00       0.00       0.00       0.00       0.00       0.00      34.68      45.46      66.37     160.55     158.79     153.26      88.44
   102          0.00       0.00       0.00       0.00       0.00       0.00      48.08      53.93      36.73      59.88       9.36       0.00      29.71
   103          0.00       0.00       0.00       0.00       0.00      38.72      48.43      61.06      71.96      65.15      60.99      73.86      60.02
   104          0.00       0.00       0.00       0.00       0.00      48.51      63.12      87.96      99.49      88.40     108.62      95.36      84.49
   105          0.00       0.00       0.00       0.00       0.00      48.25      36.04      47.70      42.07      31.99      15.71       1.56      31.90
   106          0.00       0.00       0.00       0.00       0.00       0.00      45.44      38.43      22.83      20.72      13.84       9.03      21.47
   107          0.00       0.00       0.00       0.00       0.00       0.00      58.16      59.54      73.36      53.96     106.85     105.17      65.29
   108          0.00       0.00       0.00       0.00       0.00       0.00      37.16      33.80      32.42      32.62      22.25       0.00      22.61
   109          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.12       1.62       0.50       0.00       0.32
   110          0.00       0.00       0.00       0.00       0.00       0.00      49.12      60.89      93.48      48.72      57.00      78.53      55.39
   111          0.00       0.00       0.00       0.00       0.00       0.00      34.47      35.04      46.42      23.39       6.56       0.00      20.84
   112          0.00       0.00       0.00       0.00       0.00      25.98      47.59      46.09      40.58      21.88      50.19      88.46      45.83
   113          0.00       0.00       0.00       0.00       0.00       0.00      52.27      67.30      46.22      91.37     123.63     145.79      75.23
   114          0.00       0.00       0.00       0.00       0.00      44.76      53.07      41.04      53.75      43.71       9.50      27.78      39.09
   115          0.00       0.00       0.00       0.00       0.00      41.20      63.99      81.30      92.21     140.61      38.20      41.27      71.25
   116          0.00       0.00       0.00       0.00       0.00      43.17      45.49      41.52      38.09      18.47      34.64      33.84      36.46
   117          0.00       0.00       0.00       0.00       0.00       0.00      32.64      22.71      28.88      25.87      33.46       8.81      21.77
   118          0.00       0.00       0.00       0.00       0.00      36.16      56.39      65.01     102.49     147.36      79.55      67.47      79.21
   119          0.00       0.00       0.00       0.00       0.00       0.00      39.86      15.28      35.16       5.50       0.12       0.00      13.70
   120          0.00       0.00       0.00       0.00       0.00       0.00      40.14      45.71      49.83      58.15      39.22      30.14      37.60
   121          0.00       0.00       0.00       0.00       0.00      27.37      47.64      73.78      71.75      30.72      16.50       7.70      39.35
   122          0.00       0.00       0.00       0.00       0.00       0.00       0.00       5.78       0.28       0.34       0.06       0.00       0.92
   123          0.00       0.00       0.00       0.00       0.00       0.00      35.75      47.27      68.21      89.34      89.63     131.09      65.90
   124          0.00       0.00       0.00       0.00       0.00       0.00      36.44      42.32      29.72       4.52       3.43       3.63      17.15
   125          0.00       0.00       0.00       0.00       0.00       0.00       0.00      39.58      26.65      45.93      11.80       7.81      18.82
   126          0.00       0.00       0.00       0.00       0.00      44.35      48.78      68.96      69.96      70.70      80.83      59.91      63.35
   127          0.00       0.00       0.00       0.00       0.00       0.00      41.84      44.40      64.29      81.11      75.28       8.83      45.11
   128          0.00       0.00       0.00       0.00       0.00      39.36      37.67      45.99      41.94      31.48      42.29       7.39      35.16
   129          0.00       0.00       0.00       0.00       0.00      43.22      40.35      43.86      38.17      21.58      21.54      32.69      34.49
   130          0.00       0.00       0.00       0.00       0.00       0.00      60.21      54.25      64.72     133.14     165.46      87.43      80.75
   131          0.00       0.00       0.00       0.00       0.00       0.00      50.93      52.01      46.27      60.10      57.48      37.95      43.53
   132          0.00       0.00       0.00       0.00       0.00       0.00      45.21      52.07      26.66      26.88      54.01       0.67      29.36
   133          0.00       0.00       0.00       0.00       0.00       0.00      35.97      42.57      42.63      23.28      37.54      24.96      29.56
   134          0.00       0.00       0.00       0.00       0.00      40.29      62.48      47.58      48.34      87.62     131.22       0.72      59.75
   135          0.00       0.00       0.00       0.00       0.00      37.35      42.93      24.62      28.23       1.38       0.80       5.58      20.13
   136          0.00       0.00       0.00       0.00       0.00       0.00      29.13      32.05      26.90       3.90       2.74       1.69      13.77
   137          0.00       0.00       0.00       0.00       0.00      43.17      38.44      48.47      43.83      58.04      63.73       0.12      42.26
   138          0.00       0.00       0.00       0.00       0.00       0.00      48.91      59.68      60.50      35.20      73.68      64.59      48.94
   139          0.00       0.00       0.00       0.00       0.00      31.65      35.14      40.74      46.85      51.71      73.33      13.30      41.82
   140          0.00       0.00       0.00       0.00       0.00       0.00      44.42      40.43      54.18      48.29     102.37       0.24      41.42
   141          0.00       0.00       0.00       0.00       0.00       0.00      62.99      63.30      59.01      63.15      15.98       2.29      38.10
   142          0.00       0.00       0.00       0.00       0.00      41.32      43.04      48.43      38.37      69.12      50.87      20.16      44.47
   143          0.00       0.00       0.00       0.00       0.00       0.00      32.08      45.50      65.28      34.70       2.91       3.00      26.21
   144          0.00       0.00       0.00       0.00       0.00      40.09      62.50      48.87      44.86      38.88      30.91      19.57      40.81
   145          0.00       0.00       0.00       0.00       0.00      43.07      57.49      47.87      54.25      13.39      26.96      43.68      40.96
   146          0.00       0.00       0.00       0.00       0.00       0.00      37.69      44.87      36.79      46.47      48.24       9.98      32.01
   147          0.00       0.00       0.00       0.00       0.00       0.00      40.11      50.47      61.94      99.58      59.39      29.76      48.75
   148          0.00       0.00       0.00       0.00       0.00       0.00       0.00      31.27      10.19       4.18       0.56       0.00       6.60
   149          0.00       0.00       0.00       0.00       0.00      48.79       0.00       0.00      30.64       5.46       9.09       0.04      13.43
   150          0.00       0.00       0.00       0.00       0.00       0.00      49.59      36.47      57.52      84.46      50.49      56.94      47.92
   151          0.00       0.00       0.00       0.00       0.00       0.00      27.93      46.25      48.45      92.11      75.39      19.34      44.21
   152          0.00       0.00       0.00       0.00       0.00       0.00      47.52      42.02      51.89      37.20      45.75       5.76      32.88
   153          0.00       0.00       0.00       0.00       0.00       0.00       0.00      38.24       2.97       5.05       0.23       0.00       6.64
   154          0.00       0.00       0.00       0.00       0.00       0.00      48.96      47.28      31.12      30.43      67.93     136.23      51.71
   155          0.00       0.00       0.00       0.00       0.00      44.40      44.43      47.87      41.78      74.02       0.54       0.00      36.15
   156          0.00       0.00       0.00       0.00       0.00       0.00       0.00      14.71      26.47      25.93      25.49      11.45      14.86
   157          0.00       0.00       0.00       0.00       0.00       0.00      49.02      70.52     120.10      51.85      49.82      41.79      54.73
   158          0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.12       0.35       1.86       0.08       0.35
   159          0.00       0.00       0.00       0.00       0.00      29.23      53.99      70.68      31.12      80.97      77.44      59.87      57.61
   160          0.00       0.00       0.00       0.00       0.00      45.13      42.24      62.82      48.38     124.18     161.26     113.27      85.33
   161          0.00       0.00       0.00       0.00       0.00       0.00      39.72      21.73      46.35      19.96      18.21      18.06      23.43
   162          0.00       0.00       0.00       0.00       0.00      38.48      44.20      32.56      33.02      18.03       6.19       0.00      24.64
   163          0.00       0.00       0.00       0.00       0.00       0.00      42.79      43.78      51.41      98.04     114.73     115.03      66.54
   164          0.00       0.00       0.00       0.00       0.00      37.09      57.80      56.64      97.12      96.72     106.62     107.98      80.00
   165          0.00       0.00       0.00       0.00       0.00       0.00      45.39      44.81      57.34      68.68     118.78     169.81      72.12
   166          0.00       0.00       0.00       0.00       0.00       0.00      30.92      18.85      13.47       0.62       1.09       0.44       9.34
   167          0.00       0.00       0.00       0.00       0.00       0.00      48.01      40.40      49.74      47.84      51.50      16.83      36.33
   168          0.00       0.00       0.00       0.00       0.00      31.53      50.13      37.88      34.13      20.09      22.35       6.48      28.94
   169          0.00       0.00       0.00       0.00       0.00       0.00       0.00       1.74      29.15      25.95     109.51      84.74      35.87
   170          0.00       0.00       0.00       0.00       0.00       0.00       0.00      15.85      44.62      24.64       1.41       0.00      12.36
   171          0.00       0.00       0.00       0.00       0.00       0.00      54.75      61.22      32.68      67.79      68.63      35.43      45.79
   172          0.00       0.00       0.00       0.00       0.00       0.00      30.97      43.43      14.78      22.50      29.90       9.14      21.53
   173          0.00       0.00       0.00       0.00       0.00       0.00      43.23      35.68      47.46      37.33      58.19       0.87      31.82
   174          0.00       0.00       0.00       0.00       0.00       0.00      40.40      48.47      61.24      56.69      39.61      75.03      45.92
   175          0.00       0.00       0.00       0.00       0.00       0.00      39.27      46.35      33.91      29.15       2.10       0.00      21.54
   176          0.00       0.00       0.00       0.00       0.00      43.04      25.05      20.13      10.91      27.52      59.84     100.75      41.03
   177          0.00       0.00       0.00       0.00       0.00      43.31      48.13      61.94      73.23      94.28      51.36      34.77      58.15
   178          0.00       0.00       0.00       0.00       0.00       0.00      43.38      47.30      55.81      49.35      73.21      45.22      44.90
   179          0.00       0.00       0.00       0.00       0.00      48.61      57.90      74.07     103.91     161.81     153.81     154.98     107.87
   180          0.00       0.00       0.00       0.00       0.00      18.15      56.34      54.99      69.45      90.85     103.47     128.19      74.49
   181          0.00       0.00       0.00       0.00       0.00      43.88      53.89      41.18      35.32      19.28      50.24      39.60      40.48
   182          0.00       0.00       0.00       0.00       0.00       0.00      44.49      43.58      46.25      74.33     102.83      57.87      52.76
   183          0.00       0.00       0.00       0.00       0.00       0.00      53.36      59.48      39.42      62.42      72.91      72.46      51.43
   184          0.00       0.00       0.00       0.00       0.00       0.00       0.00      15.72       0.71       0.77       0.78       0.00       2.57
   185          0.00       0.00       0.00       0.00       0.00      41.32      44.07      42.16      30.03       3.97       0.16       0.35      23.15
   186          0.00       0.00       0.00       0.00       0.00       0.00      45.55      40.88      34.89      59.94      77.74      15.25      39.18
   187          0.00       0.00       0.00       0.00       0.00       0.00      53.26      42.02      60.01      22.48       3.85       2.20      26.26
   188          0.00       0.00       0.00       0.00       0.00       0.00      48.20      50.63      69.54     119.52     106.39      51.46      63.68
   189          0.00       0.00       0.00       0.00       0.00      45.95      30.26      23.34      40.77      21.82      28.37      22.35      30.41
   190          0.00       0.00       0.00       0.00       0.00       0.00      41.19      59.01      40.48      40.54      79.03      73.16      47.63
   191          0.00       0.00       0.00       0.00       0.00       0.00      25.70      28.34      38.78      50.41     107.08      93.81      49.16
   192          0.00       0.00       0.00       0.00       0.00       0.00      57.45      70.75      90.70      93.14      91.77      94.87      71.24
   193          0.00       0.00       0.00       0.00       0.00       0.00      42.29      39.97      51.77      69.49      57.71      27.04      41.18
   194          0.00       0.00       0.00       0.00       0.00       0.00      47.88      47.44      31.84      82.11      98.01      11.09      45.48
   195          0.00       0.00       0.00       0.00       0.00       0.00      46.60      52.89      65.16      72.68      11.44       4.09      36.12
   196          0.00       0.00       0.00       0.00       0.00      39.31      59.96      61.77      35.95      23.52       2.76       7.08      32.91
   197          0.00       0.00       0.00       0.00       0.00       0.00       0.00      27.68      14.33      13.74       0.23       0.00       8.00
   198          0.00       0.00       0.00       0.00       0.00       0.00       0.00       5.34       9.94      35.85      41.95       6.25      14.19
   199          0.00       0.00       0.00       0.00       0.00       0.00      12.71      49.77      71.08      76.77     143.33     157.74      73.06
   200          0.00       0.00       0.00       0.00       0.00       0.00      40.55      57.11      45.13      30.19      23.50      32.70      32.74
   201          0.00       0.00       0.00       0.00       0.00       0.00      42.82      45.82      45.01      47.85      42.58      45.54      38.52
   202          0.00       0.00       0.00       0.00       0.00       0.00      48.79      41.24      73.13      44.22      41.61      11.71      37.24
   203          0.00       0.00       0.00       0.00       0.00       0.00      27.79      23.58      45.89       4.93      11.51       8.39      17.44
   204          0.00       0.00       0.00       0.00       0.00       0.00      48.20      73.87      61.53      57.03      65.30      48.81      50.68
   205          0.00       0.00       0.00       0.00       0.00       0.00      36.18      19.92      30.29       9.66      39.81      38.25      24.87
   206          0.00       0.00       0.00       0.00       0.00       0.00      43.01      47.64      13.46      45.74      48.55      18.00      30.91
   207          0.00       0.00       0.00       0.00       0.00      48.54      40.71      51.84      79.59      47.13     158.41      47.13      67.62
   208          0.00       0.00       0.00       0.00       0.00      28.05      41.50      43.49      26.69      32.67      68.79       4.35      35.08
   209          0.00       0.00       0.00       0.00       0.00       0.00      38.60      40.86      50.73      36.07     105.51      31.42      43.31
   210          0.00       0.00       0.00       0.00       0.00       0.00      36.69      40.71      30.47      54.18      30.48      60.10      36.09
   211          0.00       0.00       0.00       0.00       0.00      16.87      61.91      31.22      37.44      31.03      46.85      57.88      40.46
   212          0.00       0.00       0.00       0.00       0.00      44.70      49.74      86.28      69.76      93.07     127.81      60.77      76.02
   213          0.00       0.00       0.00       0.00       0.00       0.00      44.58      37.19      37.77      16.55       0.79       0.07      19.56
   214          0.00       0.00       0.00       0.00       0.00       0.00      45.11      41.22      53.09      92.84      80.97     148.67      65.99
   215          0.00       0.00       0.00       0.00       0.00       0.00      56.36      76.07     100.56     148.96     135.91     217.84     105.10
   216          0.00       0.00       0.00       0.00       0.00      43.22      64.97      55.13      85.19     137.55     247.34     205.79     119.88
   217          0.00       0.00       0.00       0.00       0.00       0.00      57.42      41.27      33.15       1.88       2.39       0.09      19.46
   218          0.00       0.00       0.00       0.00       0.00       0.00       0.00      40.72      43.81      34.86      33.58      18.81      24.54
   219          0.00       0.00       0.00       0.00       0.00       0.00       0.00      40.50      45.76      21.87       1.99       0.00      15.73
   220          0.00       0.00       0.00       0.00       0.00      37.43      66.32      66.31      97.13      82.10      86.44      44.19      68.56
   221          0.00       0.00       0.00       0.00       0.00       0.00      34.23      41.16      27.24      15.72      19.67       3.48      20.22
   222          0.00       0.00       0.00       0.00       0.00       0.00       0.00      22.67      45.66      35.19      69.84      31.46      29.26
   223          0.00       0.00       0.00       0.00       0.00       0.00      36.25      16.27      45.37      22.16      22.34       9.49      21.70
   224          0.00       0.00       0.00       0.00       0.00       0.00      52.16      60.25      70.44      36.55      39.67      20.16      39.89
   225          0.00       0.00       0.00       0.00       0.00      43.75      52.02      47.38      92.20      92.93     112.21     103.91      77.77
   226          0.00       0.00       0.00       0.00       0.00       0.00       0.00      18.97      14.24       0.35       0.08       0.03       4.81
   227          0.00       0.00       0.00       0.00       0.00      29.60      51.38      41.15      32.04      54.29      71.33     103.31      54.73
   228          0.00       0.00       0.00       0.00       0.00       0.00      31.22      45.22      30.25      22.40      10.90      12.30      21.76
   229          0.00       0.00       0.00       0.00       0.00      36.59       0.00      33.67      29.22      40.70      47.69      70.08      36.85
   230          0.00       0.00       0.00       0.00       0.00       0.00       0.72      22.84      34.55       0.06       0.13       0.00       8.33
   231          0.00       0.00       0.00       0.00       0.00       0.00      16.42      15.57      10.50       1.72       0.42       0.00       6.38
   232          0.00       0.00       0.00       0.00       0.00       0.00      46.00      48.24      46.09      20.76      25.59      10.05      28.10
   233          0.00       0.00       0.00       0.00       0.00       0.00      37.80      34.74      32.09      12.49       1.42      12.81      18.77
   234          0.00       0.00       0.00       0.00       0.00       0.00       0.00      24.03      27.46       0.09       0.07       0.05       7.39
   235          0.00       0.00       0.00       0.00       0.00       0.00      40.29      46.89      30.46      33.95      43.40       2.61      28.23
   236          0.00       0.00       0.00       0.00       0.00       0.00      48.08      73.05      71.40      62.74      85.90     110.59      64.54
   237          0.00       0.00       0.00       0.00       0.00       0.00      37.72      47.28      12.34       5.82       0.05       0.08      14.75
   238          0.00       0.00       0.00       0.00       0.00       0.00       0.00       2.85       1.18      11.18       6.79       8.15       4.31
   239          0.00       0.00       0.00       0.00       0.00       0.00      58.33      54.13      90.49      73.52      98.62     121.41      70.93
   240          0.00       0.00       0.00       0.00       0.00       0.00      49.23      34.15      14.49      22.78      28.00       2.95      21.66
   241          0.00       0.00       0.00       0.00       0.00       0.00      62.48      48.31      30.01      54.11      60.04      90.22      49.31
   242          0.00       0.00       0.00       0.00       0.00       0.00      52.03      45.80      43.56      67.32      35.08       0.06      34.84
   243          0.00       0.00       0.00       0.00       0.00       0.00       0.00      38.71      48.72      21.74      35.43       3.35      21.13
   244          0.00       0.00       0.00       0.00       0.00       0.00      32.87      40.44      26.82       4.98       4.36       4.55      16.29
   245          0.00       0.00       0.00       0.00       0.00       0.00      37.89      45.99      38.82      57.25      28.18      43.86      36.00
   246          0.00       0.00       0.00       0.00       0.00       0.00      34.92      24.41      31.43      13.40       1.95       0.00      15.16
   247          0.00       0.00       0.00       0.00       0.00       0.00      65.01      82.99     107.28     158.35     242.33     303.75     137.10
   248          0.00       0.00       0.00       0.00       0.00       0.00       0.00      15.64      10.15       3.96       1.92       0.03       4.53
   249          0.00       0.00       0.00       0.00       0.00       0.00      73.79      40.62      56.58      44.94      45.72       0.74      37.49
   250          0.00       0.00       0.00       0.00       0.00      49.11      51.05      56.97      91.88      90.53      76.48       0.08      59.44
